hash,text,audio_file,synthesis_time,voice_name,speaking_rate,pitch,duration_ms
e1d48303ef8496fba103ba6fc756f375e9ef4f5d35b4e3368e4683743c3295bd,this one (masculine),data/audio/e1d48303ef8496fba103ba6fc756f375e9ef4f5d35b4e3368e4683743c3295bd.mp3,0.176924915999999,en-US-Wavenet-D,1.0,0,1584
a73e3bf6bfbb4cce96f60e7ebf39906d2ca2746762624f202c235aaae9beae73,questo,data/audio/a73e3bf6bfbb4cce96f60e7ebf39906d2ca2746762624f202c235aaae9beae73.mp3,0.1629840409999996,it-IT-Wavenet-D,0.75,0,1008
b74caef2379801322d062df77b9fb6d955052b149a648566173d0721ca2bb563,that one (masculine),data/audio/b74caef2379801322d062df77b9fb6d955052b149a648566173d0721ca2bb563.mp3,0.1741610829999995,en-US-Wavenet-D,1.0,0,1584
16ac81ee07105af89739ac11a4f8c592e8fbe653e56803a9128870bd9454f786,quello,data/audio/16ac81ee07105af89739ac11a4f8c592e8fbe653e56803a9128870bd9454f786.mp3,0.1550378749999996,it-IT-Wavenet-D,0.75,0,936
db0e0d9834dcb3c218cbf3a1d4113542ef4eb9e92f9645a35f5fe03ab02570aa,that one over there,data/audio/db0e0d9834dcb3c218cbf3a1d4113542ef4eb9e92f9645a35f5fe03ab02570aa.mp3,0.1463522919999995,en-US-Wavenet-D,1.0,0,1368
93c5099f543582cd32ab65fe4c8e3abe1000bb087e1694ca6ec7d3f5c382bb5b,quello laggiù,data/audio/93c5099f543582cd32ab65fe4c8e3abe1000bb087e1694ca6ec7d3f5c382bb5b.mp3,0.5919146249999994,it-IT-Wavenet-D,0.75,0,1272
f612a40a6f0127933366775716568bea2b669903b8c02fa25c2ff78a216735ca,these ones (masculine),data/audio/f612a40a6f0127933366775716568bea2b669903b8c02fa25c2ff78a216735ca.mp3,0.3009145830000008,en-US-Wavenet-D,1.0,0,1656
ae4f95ff9a35d67bc100a6b1b6ddaffa72ad0bc67a40162689614caf4c97ef3c,questi,data/audio/ae4f95ff9a35d67bc100a6b1b6ddaffa72ad0bc67a40162689614caf4c97ef3c.mp3,0.4145252499999987,it-IT-Wavenet-D,0.75,0,984
d8a847e3711044b71b0cbe81e1f25611b920d0335dee878ae3215c009ab0532d,those ones (masculine),data/audio/d8a847e3711044b71b0cbe81e1f25611b920d0335dee878ae3215c009ab0532d.mp3,0.291232707999999,en-US-Wavenet-D,1.0,0,1656
36c82cd2298836075a0e21da2fb09e0b7cd33e2690be50bab5e2019897ac1404,quelli,data/audio/36c82cd2298836075a0e21da2fb09e0b7cd33e2690be50bab5e2019897ac1404.mp3,0.2536504169999993,it-IT-Wavenet-D,0.75,0,936
35506d81619b48f4ee1fc34e19c14fac19ef8feaae6b4b607f3ebda42512fde5,those ones over there (masculine),data/audio/35506d81619b48f4ee1fc34e19c14fac19ef8feaae6b4b607f3ebda42512fde5.mp3,1.6628810830000005,en-US-Wavenet-D,1.0,0,2232
cf9f88fe3c888ef4fb3ead11ff8b102bb79a19f91e44b47551d61668925e84e2,quelli laggiù,data/audio/cf9f88fe3c888ef4fb3ead11ff8b102bb79a19f91e44b47551d61668925e84e2.mp3,0.142539042000001,it-IT-Wavenet-D,0.75,0,1272
e939c4a1e090776fa293b88409a24a8c743afa7cca319dc9e6f3a66738bc05e3,large,data/audio/e939c4a1e090776fa293b88409a24a8c743afa7cca319dc9e6f3a66738bc05e3.mp3,0.1581957079999991,en-US-Wavenet-D,1.0,0,840
4991b99ceacdcb10a71f121347c3b150fb0ae9aa65d32626263e4b7eb0ec8d97,grande,data/audio/4991b99ceacdcb10a71f121347c3b150fb0ae9aa65d32626263e4b7eb0ec8d97.mp3,0.1875053330000007,it-IT-Wavenet-D,0.75,0,1008
99701d9fd89438dad57dfdb1974166c52756cf1c995429e176456ef657b045b7,larger,data/audio/99701d9fd89438dad57dfdb1974166c52756cf1c995429e176456ef657b045b7.mp3,0.3221628330000001,en-US-Wavenet-D,1.0,0,864
b10628c3a3c66c2c1512e6874ea51dd60a2a5ee7f238bc72d8ce10daf3edd141,più grande,data/audio/b10628c3a3c66c2c1512e6874ea51dd60a2a5ee7f238bc72d8ce10daf3edd141.mp3,0.4034457909999993,it-IT-Wavenet-D,0.75,0,1200
28120eec5003e093d13c0e7b851aa2bb4ca1d89cc4e4c2e696700fcbd53d2f61,the largest,data/audio/28120eec5003e093d13c0e7b851aa2bb4ca1d89cc4e4c2e696700fcbd53d2f61.mp3,0.1449478749999997,en-US-Wavenet-D,1.0,0,1080
91158e5321db71b2ba6b92e0db0e3c8fac62535ce1af64ca0fa59484b6755d82,il più grande,data/audio/91158e5321db71b2ba6b92e0db0e3c8fac62535ce1af64ca0fa59484b6755d82.mp3,0.2519571670000005,it-IT-Wavenet-D,0.75,0,1368
fed0a133fb017d0d36389703a7453f5284de0cb010661278fa497154aae3c2de,small (masculine),data/audio/fed0a133fb017d0d36389703a7453f5284de0cb010661278fa497154aae3c2de.mp3,0.3023691670000001,en-US-Wavenet-D,1.0,0,1656
8bd27ab7f2ee4646bc42805762e00f44f467fba439c87f1dfe72dca80725c67a, piccolo,data/audio/8bd27ab7f2ee4646bc42805762e00f44f467fba439c87f1dfe72dca80725c67a.mp3,0.3059246249999994,it-IT-Wavenet-D,0.75,0,1056
ff47632959704d971f7a31942a64c22dc3f66d4778c884cbbc6b29f4a34fc833,smaller,data/audio/ff47632959704d971f7a31942a64c22dc3f66d4778c884cbbc6b29f4a34fc833.mp3,0.200760292,en-US-Wavenet-D,1.0,0,888
b6b36230f7d37d34eac520e0a7b75889ba4e1325664f5002e41c03c37942c66d,più piccolo,data/audio/b6b36230f7d37d34eac520e0a7b75889ba4e1325664f5002e41c03c37942c66d.mp3,0.1977200410000001,it-IT-Wavenet-D,0.75,0,1296
