text	pronunciation	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	parts_lemma	parts_pos	xpos	deprel	feats	token_hash	group_hash	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
inarcò		inarcare	VERB		1	1e-06	2	2e-06	inarcare	VERB	V	root	Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin	d777acab-1ca0-5590-8aa5-4d02e4bd2983	2ae44e77-a25a-5b7b-8114-81930ffd4d3f	Il gatto inarcò la schiena.	The cat arched its back.				
inarcano		inarcare	VERB		1	1e-06	2	2e-06	inarcare	VERB	V	root	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	5438756e-1092-5913-8797-d1e7fa98e707	2ae44e77-a25a-5b7b-8114-81930ffd4d3f	I gatti inarcano la schiena.	Cats arch their backs.				
