token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
128-1	TO070	128	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
128-2	TO070	128	fortepiano	fortepiano	linguistic	_	_	_	_	_	_
128-3	TO070	128	è	è	linguistic	_	_	_	_	_	_
128-4	TO070	128	diciamo	diciamo	linguistic	_	_	_	_	_	_
128-5	TO070	128	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
128-6	TO070	128	antenato	antenato	linguistic	_	_	_	_	_	_
128-7	TO070	128	del	del	linguistic	_	_	_	_	_	_
128-8	TO070	128	pianoforte	pianoforte	linguistic	_	End=398.009	_	_	_	_
129-0	TO070	129	eh	eh	linguistic	_	Begin=398.045	_	_	_	_
129-1	TO070	129	quando	quando	linguistic	_	_	_	_	_	_
129-2	TO070	129	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
129-3	TO070	129	uno	uno	linguistic	_	_	_	_	_	_
129-4	TO070	129	strumento	strumento	linguistic	_	_	_	_	_	_
129-5	TO070	129	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
129-6	TO070	129	epoca	epoca	linguistic	_	End=400.36	_	_	_	_
130-0	TO070	130	quindi	quindi	linguistic	_	Begin=400.495	_	_	_	_
130-1	TO070	130	non	non	linguistic	_	_	_	_	_	_
130-2	TO070	130	costruito	costruito	linguistic	_	_	_	_	_	_
130-3	TO070	130	adesso	adesso	linguistic	_	End=402.18	_	_	_	_
131-0	TO070	131	ma	ma	linguistic	_	Begin=402.316	_	_	_	_
131-1	TO070	131	costruito:	costruito	linguistic	_	_	8x1	_	_	_
131-2	TO070	131	alla	alla	linguistic	_	_	_	_	_	_
131-3	TO070	131	fine	fine	linguistic	_	_	_	_	_	_
131-4	TO070	131	del	del	linguistic	_	_	_	_	_	_
131-5	TO070	131	settecento	settecento	linguistic	_	_	_	_	_	_
131-6	TO070	131	ai	ai	linguistic	_	_	_	_	_	_
131-7	TO070	131	primi	primi	linguistic	_	_	_	_	_	_
131-8	TO070	131	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
131-9	TO070	131	ottocento	ottocento	linguistic	_	_	_	_	_	_
131-10	TO070	131	oppure	oppure	linguistic	_	_	_	_	_	_
131-11	TO070	131	ricostruito	ricostruito	linguistic	_	_	_	_	_	_
131-12	TO070	131	oggi	oggi	linguistic	_	End=407.18	_	_	_	_
132-0	TO070	132	ma	ma	linguistic	_	Begin=407.511	_	_	_	_
132-1	TO070	132	imitando	imitando	linguistic	_	_	_	_	_	_
132-2	TO070	132	però	però	linguistic	_	_	_	_	_	_
132-3	TO070	132	le	le	linguistic	_	_	_	_	_	_
132-4	TO070	132	tecniche	tecniche	linguistic	_	_	_	_	_	_
132-5	TO070	132	costruttive	costruttive	linguistic	_	_	_	_	_	_
132-6	TO070	132	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
132-7	TO070	132	epoca	epoca	linguistic	_	End=410.59	_	_	_	_
133-0	TO070	133	non	non	linguistic	_	Begin=410.785	_	_	_	_
133-1	TO070	133	si	si	linguistic	_	_	_	_	_	_
133-2	TO070	133	usa	usa	linguistic	_	_	_	_	_	_
133-3	TO070	133	dire	dire	linguistic	_	_	_	_	_	_
133-4	TO070	133	pianoforte	pianoforte	linguistic	_	_	_	_	_	_
133-5	TO070	133	ma	ma	linguistic	_	_	_	_	_	_
133-6	TO070	133	si	si	linguistic	_	_	_	_	_	_
133-7	TO070	133	dice	dice	linguistic	_	_	_	_	_	_
133-8	TO070	133	fortepiano.	fortepiano	linguistic	Intonation=Falling	End=413.421	_	_	_	_
134-0	TO070	134	però	però	linguistic	_	Begin=413.626	_	_	_	_
134-1	TO070	134	la	la	linguistic	_	_	_	_	_	_
134-2	TO070	134	struttura	struttura	linguistic	_	_	_	_	_	_
134-3	TO070	134	dello	dello	linguistic	_	_	_	_	_	_
134-4	TO070	134	strumento	strumento	linguistic	_	_	_	_	_	_
134-5	TO070	134	è	è	linguistic	_	_	_	_	_	_
134-6	TO070	134	la	la	linguistic	_	_	_	_	_	_
134-7	TO070	134	medesima	medesima	linguistic	_	_	_	_	_	_
134-8	TO070	134	e	e	linguistic	_	_	_	_	_	_
134-9	TO070	134	non	non	linguistic	_	_	_	_	_	_
134-10	TO070	134	è	è	linguistic	_	_	_	_	_	_
134-11	TO070	134	più	più	linguistic	_	_	_	_	_	_
134-12	TO070	134	quella	quella	linguistic	_	_	_	_	_	_
134-13	TO070	134	del	del	linguistic	_	_	_	_	_	_
134-14	TO070	134	clavicembalo.	clavicembalo	linguistic	Intonation=Falling	End=417.731	_	_	_	_
135-0	TO070	135	e	e	linguistic	_	Begin=418.161	_	_	_	_
135-1	TO070	135	quindi	quindi	linguistic	_	_	_	_	_	_
135-2	TO070	135	molte	molte	linguistic	_	_	_	_	_	_
135-3	TO070	135	volte	volte	linguistic	_	_	_	_	_	_
135-4	TO070	135	per	per	linguistic	_	_	_	_	_	_
135-5	TO070	135	mozart	mozart	linguistic	_	_	_	_	_	_
135-6	TO070	135	così	così	linguistic	_	_	_	_	_	_
135-7	TO070	135	come	come	linguistic	_	_	_	_	_	_
135-8	TO070	135	per	per	linguistic	_	_	_	_	_	_
135-9	TO070	135	rossini	rossini	linguistic	_	End=421.63	_	_	_	_
136-0	TO070	136	e:h	eh	linguistic	_	Begin=421.88	0x1	_	_	_
136-1	TO070	136	non	non	linguistic	_	_	_	_	_	_
136-2	TO070	136	si	si	linguistic	_	_	_	_	_	_
136-3	TO070	136	usa	usa	linguistic	_	_	_	_	_	_
136-4	TO070	136	più	più	linguistic	_	_	_	_	_	_
136-5	TO070	136	il	il	linguistic	_	_	_	_	_	_
136-6	TO070	136	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
136-7	TO070	136	ma	ma	linguistic	_	_	_	_	_	_
136-8	TO070	136	s~	s~	linguistic	Interrupted=Yes	_	_	_	_	_
136-9	TO070	136	si	si	linguistic	_	_	_	_	_	_
136-10	TO070	136	preferisce	preferisce	linguistic	_	_	_	_	_	_
136-11	TO070	136	usare	usare	linguistic	_	_	_	_	_	_
136-12	TO070	136	il	il	linguistic	_	_	_	_	_	_
136-13	TO070	136	fortepiano	fortepiano	linguistic	_	_	_	_	_	_
136-14	TO070	136	perché:	perché	linguistic	_	_	5x1	_	_	_
136-15	TO070	136	è	è	linguistic	_	End=426.243	_	_	_	_
137-0	TO070	137	più::	più	linguistic	_	Begin=426.293	2x2	_	_	_
137-1	TO070	137	forse	forse	linguistic	_	_	_	_	_	_
137-2	TO070	137	nella	nella	linguistic	_	_	_	_	_	_
137-3	TO070	137	sonorità	sonorità	linguistic	_	_	_	_	_	_
137-4	TO070	137	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
137-5	TO070	137	epoca	epoca	linguistic	_	End=428.441	_	_	_	_
138-0	TO070	138	anche	anche	linguistic	_	Begin=428.705	_	_	_	_
138-1	TO070	138	se	se	linguistic	_	_	_	_	_	_
138-2	TO070	138	naturalmente	naturalmente	linguistic	_	_	_	_	_	_
138-3	TO070	138	i	i	linguistic	_	_	_	_	_	_
138-4	TO070	138	teatri	teatri	linguistic	_	_	_	_	_	_
138-5	TO070	138	che	che	linguistic	_	_	_	_	_	_
138-6	TO070	138	avevano	avevano	linguistic	_	_	_	_	_	_
138-7	TO070	138	un	un	linguistic	_	_	_	_	_	_
138-8	TO070	138	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
138-9	TO070	138	continuavano	continuavano	linguistic	_	_	_	_	_	_
138-10	TO070	138	a	a	linguistic	_	_	_	_	_	_
138-11	TO070	138	usarlo.	usarlo	linguistic	Intonation=Falling	End=432.675	_	_	_	_
139-0	TO070	139	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	nonverbalbehavior	_	Begin=433.345|End=433.778	_	_	_	_
140-0	TO070	140	forse	forse	linguistic	_	Begin=433.826	_	_	_	_
140-1	TO070	140	vi	vi	linguistic	_	_	_	_	_	_
140-2	TO070	140	state	state	linguistic	_	_	_	_	_	_
140-3	TO070	140	chiedendo	chiedendo	linguistic	_	_	_	_	_	_
140-4	TO070	140	>qual	qual	linguistic	_	_	_	Fast=0-4	_	_
140-5	TO070	140	è	è	linguistic	_	_	_	Fast=0-1	_	_
140-6	TO070	140	la	la	linguistic	_	_	_	Fast=0-2	_	_
140-7	TO070	140	differenza	differenza	linguistic	_	_	_	Fast=0-10	_	_
140-8	TO070	140	esattamente	esattamente	linguistic	_	_	_	Fast=0-11	_	_
140-9	TO070	140	tra	tra	linguistic	_	_	_	Fast=0-3	_	_
140-10	TO070	140	un	un	linguistic	_	_	_	Fast=0-2	_	_
140-11	TO070	140	clavicambalo<	clavicambalo	linguistic	_	_	_	Fast=0-12	_	_
140-12	TO070	140	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
140-13	TO070	140	e	e	linguistic	_	_	_	_	_	_
140-14	TO070	140	un	un	linguistic	_	_	_	_	_	_
140-15	TO070	140	fortepiano	fortepiano	linguistic	_	End=438.65	_	_	_	_
141-0	TO070	141	antenato	antenato	linguistic	_	Begin=438.841	_	_	_	_
141-1	TO070	141	del	del	linguistic	_	_	_	_	_	_
141-2	TO070	141	pianoforte.	pianoforte	linguistic	Intonation=Falling	End=440.37	_	_	_	_
142-0	TO070	142	e	e	linguistic	_	Begin=440.771	_	_	_	_
142-1	TO070	142	la	la	linguistic	_	_	_	_	_	_
142-2	TO070	142	differenza	differenza	linguistic	_	_	_	_	_	_
142-3	TO070	142	sta	sta	linguistic	_	_	_	_	_	_
142-4	TO070	142	in	in	linguistic	_	_	_	_	_	_
142-5	TO070	142	questo	questo	linguistic	_	_	_	_	_	_
142-6	TO070	142	che	che	linguistic	_	End=442.59	_	_	_	_
143-0	TO070	143	sono	sono	linguistic	_	Begin=443.85|End=444.4	_	_	_	_
144-0	TO070	144	anche	anche	linguistic	_	Begin=445.24	_	_	_	_
144-1	TO070	144	come	come	linguistic	_	_	_	_	_	_
144-2	TO070	144	strumenti	strumenti	linguistic	_	End=446.75	_	_	_	_
145-0	TO070	145	e	e	linguistic	_	Begin=446.846	_	_	_	_
145-1	TO070	145	e::h	eh	linguistic	_	_	0x2	_	_	_
145-2	TO070	145	avete	avete	linguistic	_	_	_	_	_	_
145-3	TO070	145	presente	presente	linguistic	_	_	_	_	_	_
145-4	TO070	145	pianoforte	pianoforte	linguistic	_	_	_	_	_	_
145-5	TO070	145	a	a	linguistic	_	_	_	_	_	_
145-6	TO070	145	coda	coda	linguistic	_	End=449.17	_	_	_	_
146-0	TO070	146	ecco	ecco	linguistic	_	Begin=449.241	_	_	_	_
146-1	TO070	146	il	il	linguistic	_	_	_	_	_	_
146-2	TO070	146	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
146-3	TO070	146	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
146-4	TO070	146	è	è	linguistic	_	_	_	_	_	_
146-5	TO070	146	naturalmente	naturalmente	linguistic	_	_	_	_	_	_
146-6	TO070	146	più	più	linguistic	_	_	_	_	_	_
146-7	TO070	146	piccolo	piccolo	linguistic	_	_	_	_	_	_
146-8	TO070	146	però	però	linguistic	_	_	_	_	_	_
146-9	TO070	146	anche	anche	linguistic	_	_	_	_	_	_
146-10	TO070	146	lui	lui	linguistic	_	_	_	_	_	_
146-11	TO070	146	ha	ha	linguistic	_	_	_	_	_	_
146-12	TO070	146	la	la	linguistic	_	_	_	_	_	_
146-13	TO070	146	coda	coda	linguistic	_	End=453.036	_	_	_	_
147-0	TO070	147	però	però	linguistic	_	Begin=453.481	_	_	_	_
147-1	TO070	147	la	la	linguistic	_	_	_	_	_	_
147-2	TO070	147	differenza	differenza	linguistic	_	_	_	_	_	_
147-3	TO070	147	fondamentale	fondamentale	linguistic	_	End=455.42	_	_	_	_
148-0	TO070	148	è	è	linguistic	_	Begin=456.26	_	_	_	_
148-1	TO070	148	nella	nella	linguistic	_	_	_	_	_	_
148-2	TO070	148	produzione	produzione	linguistic	_	_	_	_	_	_
148-3	TO070	148	del	del	linguistic	_	_	_	_	_	_
148-4	TO070	148	suono.	suono	linguistic	Intonation=Falling	End=458.12	_	_	_	_
149-0	TO070	149	perché	perché	linguistic	_	Begin=458.22	_	_	_	_
149-1	TO070	149	nel	nel	linguistic	_	_	_	_	_	_
149-2	TO070	149	clavicembalo	clavicembalo	linguistic	_	_	_	_	_	_
149-3	TO070	149	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
149-4	TO070	149	le	le	linguistic	_	_	_	_	_	_
149-5	TO070	149	corde	corde	linguistic	_	End=460.44	_	_	_	_
150-0	TO070	150	e:h	eh	linguistic	_	Begin=460.951|End=461.34	0x1	_	_	_
151-0	TO070	151	che	che	linguistic	_	Begin=461.461	_	_	_	_
151-1	TO070	151	ha:	ha	linguistic	_	_	1x1	_	_	_
151-2	TO070	151	nella	nella	linguistic	_	_	_	_	_	_
151-3	TO070	151	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
151-4	TO070	151	>nella	nella	linguistic	_	_	_	Fast=0-5	_	_
151-5	TO070	151	cassa	cassa	linguistic	_	_	_	Fast=0-5	_	_
151-6	TO070	151	di	di	linguistic	_	_	_	Fast=0-2	_	_
151-7	TO070	151	risonanza	risonanza	linguistic	_	_	_	Fast=0-9	_	_
151-8	TO070	151	che	che	linguistic	_	_	_	Fast=0-3	_	_
151-9	TO070	151	forma	forma	linguistic	_	_	_	Fast=0-5	_	_
151-10	TO070	151	questa	questa	linguistic	_	_	_	Fast=0-6	_	_
151-11	TO070	151	coda	coda	linguistic	_	_	_	Fast=0-4	_	_
151-12	TO070	151	allungata<	allungata	linguistic	_	_	_	Fast=0-9	_	_
151-13	TO070	151	le	le	linguistic	_	_	_	_	_	_
151-14	TO070	151	corde	corde	linguistic	_	_	_	_	_	_
151-15	TO070	151	vengono	vengono	linguistic	_	_	_	_	_	_
151-16	TO070	151	pizzicate	pizzicate	linguistic	_	End=467.348	_	_	_	_
152-0	TO070	152	cioè	cioè	linguistic	_	Begin=467.778	_	_	_	_
152-1	TO070	152	voi	voi	linguistic	_	_	_	_	_	_
152-2	TO070	152	premendo	premendo	linguistic	_	_	_	_	_	_
152-3	TO070	152	i	i	linguistic	_	_	_	_	_	_
152-4	TO070	152	tasti	tasti	linguistic	_	End=469.45	_	_	_	_
153-0	TO070	153	azionate	azionate	linguistic	_	Begin=469.79	_	_	_	_
153-1	TO070	153	delle::	delle	linguistic	_	End=471.27	4x2	_	_	_
154-0	TO070	154	m::h	mh	linguistic	_	Begin=471.905|End=472.48	0x2	_	_	_
155-0	TO070	155	delle	delle	linguistic	_	Begin=472.59	_	_	_	_
155-1	TO070	155	pennette	pennette	linguistic	_	_	_	_	_	_
155-2	TO070	155	dei	dei	linguistic	_	_	_	_	_	_
155-3	TO070	155	mh	mh	linguistic	_	End=474.03	_	_	_	_
156-0	TO070	156	piccoli	piccoli	linguistic	_	Begin=474.16	_	_	_	_
156-1	TO070	156	stecchi	stecchi	linguistic	_	_	_	_	_	_
156-2	TO070	156	che	che	linguistic	_	_	_	_	_	_
156-3	TO070	156	vanno	vanno	linguistic	_	End=475.73	_	_	_	_
157-0	TO070	157	tac	tac	linguistic	_	Begin=476.14	_	_	_	_
157-1	TO070	157	a	a	linguistic	_	_	_	_	_	_
157-2	TO070	157	pizzicare	pizzicare	linguistic	_	_	_	_	_	_
157-3	TO070	157	la	la	linguistic	_	_	_	_	_	_
157-4	TO070	157	corda.	corda	linguistic	Intonation=Falling	End=477.91	_	_	_	_
158-0	TO070	158	e::	e	linguistic	ProsodicLink=Yes	Begin=478.985	0x2	_	_	_
158-1	TO070	158	m::h	mh	linguistic	_	End=480.4	0x2	_	_	_
159-0	TO070	159	mentre	mentre	linguistic	_	Begin=480.786	_	_	_	_
159-1	TO070	159	nel	nel	linguistic	_	_	_	_	_	_
159-2	TO070	159	pianoforte	pianoforte	linguistic	_	End=482.207	_	_	_	_
160-0	TO070	160	azionate	azionate	linguistic	_	Begin=482.261	_	_	_	_
160-1	TO070	160	dei	dei	linguistic	_	_	_	_	_	_
160-2	TO070	160	martelletti	martelletti	linguistic	_	End=483.882	_	_	_	_
161-0	TO070	161	che	che	linguistic	_	Begin=483.918	_	_	_	_
161-1	TO070	161	la	la	linguistic	_	_	_	_	_	_
161-2	TO070	161	percuotono.	percuotono	linguistic	Intonation=Falling	End=485.18	_	_	_	_
162-0	TO070	162	prima	prima	linguistic	_	Begin=486.675	_	_	_	_
162-1	TO070	162	differenza	differenza	linguistic	_	_	_	_	_	_
162-2	TO070	162	quindi	quindi	linguistic	_	_	_	_	_	_
162-3	TO070	162	nella	nella	linguistic	_	_	_	_	_	_
162-4	TO070	162	produzione	produzione	linguistic	_	_	_	_	_	_
162-5	TO070	162	del	del	linguistic	_	_	_	_	_	_
162-6	TO070	162	suono.	suono	linguistic	Intonation=Falling	_	_	_	_	_
162-7	TO070	162	seconda	seconda	linguistic	_	_	_	_	_	_
162-8	TO070	162	differenza	differenza	linguistic	_	End=490.4	_	_	_	_
163-0	TO070	163	mh	mh	linguistic	_	Begin=491.131|End=491.57	_	_	_	_
164-0	TO070	164	è	è	linguistic	_	Begin=491.698	_	_	_	_
164-1	TO070	164	che:	che	linguistic	_	End=492.48	2x1	_	_	_
165-0	TO070	165	eh	eh	linguistic	_	Begin=492.541	_	_	_	_
165-1	TO070	165	questa	questa	linguistic	_	_	_	_	_	_
165-2	TO070	165	corda	corda	linguistic	_	_	_	_	_	_
165-3	TO070	165	pizzicata	pizzicata	linguistic	_	_	_	_	_	_
165-4	TO070	165	nel	nel	linguistic	_	_	_	_	_	_
165-5	TO070	165	clavicembalo	clavicembalo	linguistic	_	End=494.882	_	_	_	_
166-0	TO070	166	smette	smette	linguistic	_	Begin=494.927	_	_	_	_
166-1	TO070	166	subito	subito	linguistic	_	_	_	_	_	_
166-2	TO070	166	di	di	linguistic	_	_	_	_	_	_
166-3	TO070	166	vibrare	vibrare	linguistic	_	_	_	_	_	_
166-4	TO070	166	perché	perché	linguistic	_	End=496.99	_	_	_	_
167-0	TO070	167	la::	la	linguistic	ProsodicLink=Yes	Begin=497.28	1x2	_	_	_
167-1	TO070	167	m:h	mh	linguistic	_	End=498.48	0x1	_	_	_
168-0	TO070	168	la	la	linguistic	_	Begin=498.67|End=499.046	_	_	_	_
169-0	TO070	169	questa	questa	linguistic	_	Begin=499.851	_	_	_	_
169-1	TO070	169	pe~	pe~	linguistic	Interrupted=Yes	_	_	_	_	_
169-2	TO070	169	questa	questa	linguistic	_	_	_	_	_	_
169-3	TO070	169	piccola	piccola	linguistic	_	_	_	_	_	_
169-4	TO070	169	penna	penna	linguistic	_	_	_	_	_	_
169-5	TO070	169	questo	questo	linguistic	_	_	_	_	_	_
169-6	TO070	169	spillino	spillino	linguistic	_	_	_	_	_	_
169-7	TO070	169	che	che	linguistic	_	_	_	_	_	_
169-8	TO070	169	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
169-9	TO070	169	ha	ha	linguistic	_	_	_	_	_	_
169-10	TO070	169	pizzicata	pizzicata	linguistic	_	End=503.92	_	_	_	_
170-0	TO070	170	e::h	eh	linguistic	_	Begin=504.451|End=505.23	0x2	_	_	_
171-0	TO070	171	mh	mh	linguistic	_	Begin=506.276	_	_	_	_
171-1	TO070	171	do~	do~	linguistic	Interrupted=Yes	_	_	_	_	_
171-2	TO070	171	dopo	dopo	linguistic	_	_	_	_	_	_
171-3	TO070	171	il	il	linguistic	_	_	_	_	_	_
171-4	TO070	171	il::	il	linguistic	_	_	1x2	_	_	_
171-5	TO070	171	pizzicamento	pizzicamento	linguistic	_	_	_	_	_	_
171-6	TO070	171	diciamo	diciamo	linguistic	_	_	_	_	_	_
171-7	TO070	171	ricade	ricade	linguistic	_	_	_	_	_	_
171-8	TO070	171	sulla	sulla	linguistic	_	_	_	_	_	_
171-9	TO070	171	corda	corda	linguistic	_	_	_	_	_	_
171-10	TO070	171	stessa	stessa	linguistic	_	End=511.04	_	_	_	_
172-0	TO070	172	e	e	linguistic	_	Begin=511.258	_	_	_	_
172-1	TO070	172	quindi	quindi	linguistic	_	_	_	_	_	_
172-2	TO070	172	ne	ne	linguistic	_	_	_	_	_	_
172-3	TO070	172	ferma	ferma	linguistic	_	_	_	_	_	_
172-4	TO070	172	la	la	linguistic	_	_	_	_	_	_
172-5	TO070	172	vibrazione.	vibrazione	linguistic	Intonation=Falling	End=513.246	_	_	_	_
173-0	TO070	173	mentre	mentre	linguistic	_	Begin=513.946	_	_	_	_
173-1	TO070	173	il	il	linguistic	_	_	_	_	_	_
173-2	TO070	173	pianoforte	pianoforte	linguistic	_	_	_	_	_	_
173-3	TO070	173	è	è	linguistic	_	_	_	_	_	_
173-4	TO070	173	un	un	linguistic	_	_	_	_	_	_
173-5	TO070	173	sistema	sistema	linguistic	_	_	_	_	_	_
173-6	TO070	173	per	per	linguistic	_	_	_	_	_	_
173-7	TO070	173	cui	cui	linguistic	_	_	_	_	_	_
173-8	TO070	173	il	il	linguistic	_	_	_	_	_	_
173-9	TO070	173	martelletto	martelletto	linguistic	_	_	_	_	_	_
173-10	TO070	173	percuote	percuote	linguistic	_	_	_	_	_	_
173-11	TO070	173	la	la	linguistic	_	_	_	_	_	_
173-12	TO070	173	corda,	corda	linguistic	Intonation=weakly_rising	End=517.94	_	_	_	_
174-0	TO070	174	e	e	linguistic	_	Begin=518.428	_	_	_	_
174-1	TO070	174	poi	poi	linguistic	_	_	_	_	_	_
174-2	TO070	174	torna	torna	linguistic	_	_	_	_	_	_
174-3	TO070	174	indietro.	indietro	linguistic	Intonation=Falling	End=519.729	_	_	_	_
175-0	TO070	175	e	e	linguistic	_	Begin=519.756	_	_	_	_
175-1	TO070	175	la	la	linguistic	_	_	_	_	_	_
175-2	TO070	175	lascia	lascia	linguistic	_	_	_	_	_	_
175-3	TO070	175	libra	libra	linguistic	_	_	_	_	_	_
175-4	TO070	175	di	di	linguistic	_	_	_	_	_	_
175-5	TO070	175	vibrare.	vibrare	linguistic	Intonation=Falling	End=521.45	_	_	_	_
176-0	TO070	176	e	e	linguistic	_	Begin=522.323	_	_	_	_
176-1	TO070	176	questo	questo	linguistic	_	_	_	_	_	_
176-2	TO070	176	quindi	quindi	linguistic	_	_	_	_	_	_
176-3	TO070	176	fa	fa	linguistic	_	_	_	_	_	_
176-4	TO070	176	sì	sì	linguistic	_	_	_	_	_	_
176-5	TO070	176	che	che	linguistic	_	_	_	_	_	_
176-6	TO070	176	il	il	linguistic	_	_	_	_	_	_
176-7	TO070	176	pianoforte	pianoforte	linguistic	_	_	_	_	_	_
176-8	TO070	176	abbia	abbia	linguistic	_	_	_	_	_	_
176-9	TO070	176	un	un	linguistic	_	_	_	_	_	_
176-10	TO070	176	suono	suono	linguistic	_	_	_	_	_	_
176-11	TO070	176	che	che	linguistic	_	_	_	_	_	_
176-12	TO070	176	si	si	linguistic	_	_	_	_	_	_
176-13	TO070	176	prolunga	prolunga	linguistic	_	_	_	_	_	_
176-14	TO070	176	maggiormente.	maggiormente	linguistic	Intonation=Falling	End=526.641	_	_	_	_
177-0	TO070	177	fenomeno	fenomeno	linguistic	_	Begin=527.056	_	_	_	_
177-1	TO070	177	questo	questo	linguistic	_	_	_	_	_	_
177-2	TO070	177	>del	del	linguistic	_	_	_	Fast=0-3	_	_
177-3	TO070	177	prolungamento	prolungamento	linguistic	_	_	_	Fast=0-13	_	_
177-4	TO070	177	del	del	linguistic	_	_	_	Fast=0-3	_	_
177-5	TO070	177	suono<	suono	linguistic	_	_	_	Fast=0-5	_	_
177-6	TO070	177	che	che	linguistic	_	_	_	_	_	_
177-7	TO070	177	è	è	linguistic	_	_	_	_	_	_
177-8	TO070	177	ancora	ancora	linguistic	_	_	_	_	_	_
177-9	TO070	177	più	più	linguistic	_	_	_	_	_	_
177-10	TO070	177	accentuato	accentuato	linguistic	_	End=530.82	_	_	_	_
178-0	TO070	178	(ah)	ah	linguistic	_	Begin=531.421	_	_	0-2(0)	_
178-1	TO070	178	dall'	dall'	linguistic	SpaceAfter=No	_	_	_	_	_
178-2	TO070	178	uso	uso	linguistic	_	_	_	_	_	_
178-3	TO070	178	di	di	linguistic	_	_	_	_	_	_
178-4	TO070	178	un	un	linguistic	_	_	_	_	_	_
178-5	TO070	178	peda:le,	pedale	linguistic	Intonation=weakly_rising	End=533.1	3x1	_	_	_
179-0	TO070	179	pedale	pedale	linguistic	_	Begin=533.365	_	_	_	_
179-1	TO070	179	di	di	linguistic	_	_	_	_	_	_
179-2	TO070	179	de:stra,	destra	linguistic	Intonation=weakly_rising	End=534.72	1x1	_	_	_
180-0	TO070	180	tutti	tutti	linguistic	_	Begin=535.566	_	_	_	_
180-1	TO070	180	i	i	linguistic	_	_	_	_	_	_
180-2	TO070	180	pianoforti	pianoforti	linguistic	_	_	_	_	_	_
180-3	TO070	180	anche	anche	linguistic	_	_	_	_	_	_
180-4	TO070	180	quelli	quelli	linguistic	_	_	_	_	_	_
180-5	TO070	180	piccoli	piccoli	linguistic	_	_	_	_	_	_
180-6	TO070	180	verticali	verticali	linguistic	_	_	_	_	_	_
180-7	TO070	180	ce	ce	linguistic	_	_	_	_	_	_
180-8	TO070	180	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
180-9	TO070	180	hanno,	hanno	linguistic	Intonation=weakly_rising	End=538.51	_	_	_	_
181-0	TO070	181	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	nonverbalbehavior	_	Begin=538.85|End=539.37	_	_	_	_
182-0	TO070	182	questo	questo	linguistic	_	Begin=539.396	_	_	_	_
182-1	TO070	182	pedale	pedale	linguistic	_	_	_	_	_	_
182-2	TO070	182	di	di	linguistic	_	_	_	_	_	_
182-3	TO070	182	destra	destra	linguistic	_	End=540.96	_	_	_	_
183-0	TO070	183	alza	alza	linguistic	_	Begin=541.7	_	_	_	_
183-1	TO070	183	tutti	tutti	linguistic	_	_	_	_	_	_
183-2	TO070	183	gli	gli	linguistic	_	_	_	_	_	_
183-3	TO070	183	smorzatori.	smorzatori	linguistic	Intonation=Falling	End=543.612	_	_	_	_
184-0	TO070	184	delle	delle	linguistic	_	Begin=543.648	_	_	_	_
184-1	TO070	184	corde.	corde	linguistic	Intonation=Falling	_	_	_	_	_
184-2	TO070	184	quando	quando	linguistic	_	_	_	_	_	_
184-3	TO070	184	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
184-4	TO070	184	allora	allora	linguistic	_	_	_	_	_	_
184-5	TO070	184	quando	quando	linguistic	_	_	_	_	_	_
184-6	TO070	184	io	io	linguistic	_	_	_	_	_	_
184-7	TO070	184	suono	suono	linguistic	_	_	_	_	_	_
184-8	TO070	184	una	una	linguistic	_	_	_	_	_	_
184-9	TO070	184	nota	nota	linguistic	_	_	_	_	_	_
184-10	TO070	184	so:la	sola	linguistic	_	End=547.28	1x1	_	_	_
185-0	TO070	185	senza	senza	linguistic	_	Begin=547.615	_	_	_	_
185-1	TO070	185	uso	uso	linguistic	_	_	_	_	_	_
185-2	TO070	185	di	di	linguistic	_	_	_	_	_	_
185-3	TO070	185	peda:le	pedale	linguistic	_	End=548.982	3x1	_	_	_
186-0	TO070	186	e:::h	eh	linguistic	_	Begin=550.92|End=551.89	0x3	_	_	_
187-0	TO070	187	>eh	eh	linguistic	_	Begin=553.72	_	Fast=0-2	_	_
187-1	TO070	187	(a)desso	adesso	linguistic	_	_	_	Fast=0-6	0-1(0)	_
187-2	TO070	187	poi	poi	linguistic	_	_	_	Fast=0-3	_	_
187-3	TO070	187	non	non	linguistic	_	_	_	Fast=0-3	_	_
187-4	TO070	187	mi	mi	linguistic	_	_	_	Fast=0-2	_	_
