token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
1092-10	TO070	1092	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
1092-11	TO070	1092	ottocento	ottocento	linguistic	_	End=3843.6	_	_	_	_
1093-0	TO070	1093	eh?	eh	linguistic	Intonation=Rising	Begin=3843.9	_	_	_	_
1093-1	TO070	1093	che	che	linguistic	_	_	_	_	_	_
1093-2	TO070	1093	è	è	linguistic	_	_	_	_	_	_
1093-3	TO070	1093	un	un	linguistic	_	_	_	_	_	_
1093-4	TO070	1093	repertorio	repertorio	linguistic	_	_	_	_	_	_
1093-5	TO070	1093	più::	più	linguistic	_	End=3845.648	2x2	_	_	_
1094-0	TO070	1094	di	di	linguistic	_	Begin=3845.72	_	_	_	_
1094-1	TO070	1094	tipo	tipo	linguistic	_	_	_	_	_	_
1094-2	TO070	1094	eroico	eroico	linguistic	_	_	_	_	_	_
1094-3	TO070	1094	diciamo	diciamo	linguistic	_	_	_	_	_	_
1094-4	TO070	1094	questo	questo	linguistic	_	_	_	_	_	_
1094-5	TO070	1094	invece	invece	linguistic	_	_	_	_	_	_
1094-6	TO070	1094	è	è	linguistic	_	_	_	_	_	_
1094-7	TO070	1094	un	un	linguistic	_	_	_	_	_	_
1094-8	TO070	1094	tenore	tenore	linguistic	_	_	_	_	_	_
1094-9	TO070	1094	più	più	linguistic	_	_	_	_	_	_
1094-10	TO070	1094	di	di	linguistic	_	_	_	_	_	_
1094-11	TO070	1094	tipo	tipo	linguistic	_	_	_	_	_	_
1094-12	TO070	1094	lirico.	lirico	linguistic	Intonation=Falling	End=3849.477	_	_	_	_
1095-0	TO070	1095	beh	beh	linguistic	_	Begin=3852.368	_	_	_	_
1095-1	TO070	1095	insomma	insomma	linguistic	_	_	_	_	_	_
1095-2	TO070	1095	sentiamoci	sentiamoci	linguistic	_	_	_	_	_	_
1095-3	TO070	1095	adesso	adesso	linguistic	_	_	_	_	_	_
1095-4	TO070	1095	mh	mh	linguistic	_	End=3854.79	_	_	_	_
1096-0	TO070	1096	quindi	quindi	linguistic	_	Begin=3857.753	_	_	_	_
1096-1	TO070	1096	insomma	insomma	linguistic	_	_	_	_	_	_
1096-2	TO070	1096	s~	s~	linguistic	Interrupted=Yes	_	_	_	_	_
1096-3	TO070	1096	qui	qui	linguistic	_	_	_	_	_	_
1096-4	TO070	1096	sentite	sentite	linguistic	_	_	_	_	_	_
1096-5	TO070	1096	una	una	linguistic	_	_	_	_	_	_
1096-6	TO070	1096	voce	voce	linguistic	_	_	_	_	_	_
1096-7	TO070	1096	decisamente	decisamente	linguistic	_	_	_	_	_	_
1096-8	TO070	1096	più	più	linguistic	_	_	_	_	_	_
1096-9	TO070	1096	chiara	chiara	linguistic	_	_	_	_	_	_
1096-10	TO070	1096	di	di	linguistic	_	_	_	_	_	_
1096-11	TO070	1096	quella	quella	linguistic	_	_	_	_	_	_
1096-12	TO070	1096	di	di	linguistic	_	_	_	_	_	_
1096-13	TO070	1096	don	don	linguistic	_	_	_	_	_	_
1096-14	TO070	1096	giovanni.	giovanni	linguistic	Intonation=Falling	_	_	_	_	_
1096-15	TO070	1096	>e	e	linguistic	_	_	_	Fast=0-1	_	_
1096-16	TO070	1096	anche	anche	linguistic	_	_	_	Fast=0-5	_	_
1096-17	TO070	1096	di	di	linguistic	_	_	_	Fast=0-2	_	_
1096-18	TO070	1096	quella	quella	linguistic	_	_	_	Fast=0-6	_	_
1096-19	TO070	1096	di	di	linguistic	_	_	_	Fast=0-2	_	_
1096-20	TO070	1096	leporello<.	leporello	linguistic	Intonation=Falling	End=3863.288	_	Fast=0-9	_	_
1097-0	TO070	1097	((fa_ascoltare_un_brano))	((fa_ascoltare_un_brano))	nonverbalbehavior	_	Begin=3868.265|End=3873.111	_	_	_	_
1098-0	TO070	1098	ripete	ripete	linguistic	_	Begin=3994.783	_	_	_	_
1098-1	TO070	1098	dalla	dalla	linguistic	_	_	_	_	_	_
1098-2	TO070	1098	sua	sua	linguistic	_	_	_	_	_	_
1098-3	TO070	1098	pace,	pace	linguistic	Intonation=weakly_rising	End=3996.549	_	_	_	_
1099-0	TO070	1099	((fa_ascoltare_un_brano))	((fa_ascoltare_un_brano))	nonverbalbehavior	_	Begin=3996.603|End=4002.555	_	_	_	_
1100-0	TO070	1100	ecco	ecco	linguistic	_	Begin=4136.6	_	_	_	_
1100-1	TO070	1100	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1100-2	TO070	1100	forse::	forse	linguistic	_	_	4x2	_	_	_
1100-3	TO070	1100	si	si	linguistic	_	_	_	_	_	_
1100-4	TO070	1100	sentiva	sentiva	linguistic	_	_	_	_	_	_
1100-5	TO070	1100	bene	bene	linguistic	_	_	_	_	_	_
1100-6	TO070	1100	qua	qua	linguistic	_	_	_	_	_	_
1100-7	TO070	1100	no?	no	linguistic	Intonation=Rising	_	_	_	_	_
1100-8	TO070	1100	quello	quello	linguistic	_	_	_	_	_	_
1100-9	TO070	1100	che	che	linguistic	_	_	_	_	_	_
1100-10	TO070	1100	intendevo	intendevo	linguistic	_	_	_	_	_	_
1100-11	TO070	1100	con	con	linguistic	_	_	_	_	_	_
1100-12	TO070	1100	tenore	tenore	linguistic	_	_	_	_	_	_
1100-13	TO070	1100	lirico	lirico	linguistic	_	_	_	_	_	_
1100-14	TO070	1100	un	un	linguistic	_	_	_	_	_	_
1100-15	TO070	1100	tipo	tipo	linguistic	_	_	_	_	_	_
1100-16	TO070	1100	di	di	linguistic	_	_	_	_	_	_
1100-17	TO070	1100	voce:::	voce	linguistic	_	End=4143.036	3x3	_	_	_
1101-0	TO070	1101	mh	mh	linguistic	_	Begin=4143.821	_	_	_	_
1101-1	TO070	1101	vabbè	vabbè	linguistic	_	_	_	_	_	_
1101-2	TO070	1101	poi	poi	linguistic	_	_	_	_	_	_
1101-3	TO070	1101	s~	s~	linguistic	Interrupted=Yes	_	_	_	_	_
1101-4	TO070	1101	poi	poi	linguistic	_	_	_	_	_	_
1101-5	TO070	1101	quando	quando	linguistic	_	_	_	_	_	_
1101-6	TO070	1101	sentiremo	sentiremo	linguistic	_	_	_	_	_	_
1101-7	TO070	1101	degli	degli	linguistic	_	_	_	_	_	_
1101-8	TO070	1101	esempi	esempi	linguistic	_	_	_	_	_	_
1101-9	TO070	1101	magari	magari	linguistic	_	_	_	_	_	_
1101-10	TO070	1101	verdiani	verdiani	linguistic	_	_	_	_	_	_
1101-11	TO070	1101	lo	lo	linguistic	_	_	_	_	_	_
1101-12	TO070	1101	capirete	capirete	linguistic	_	_	_	_	_	_
1101-13	TO070	1101	anche	anche	linguistic	_	_	_	_	_	_
1101-14	TO070	1101	meglio	meglio	linguistic	_	_	_	_	_	_
1101-15	TO070	1101	però	però	linguistic	_	_	_	_	_	_
1101-16	TO070	1101	sentite	sentite	linguistic	_	_	_	_	_	_
1101-17	TO070	1101	che	che	linguistic	_	_	_	_	_	_
1101-18	TO070	1101	è	è	linguistic	_	_	_	_	_	_
1101-19	TO070	1101	una	una	linguistic	_	_	_	_	_	_
1101-20	TO070	1101	voce::	voce	linguistic	_	End=4150.729	3x2	_	_	_
1102-0	TO070	1102	mh	mh	linguistic	ProsodicLink=Yes	Begin=4151.386	_	_	_	_
1102-1	TO070	1102	e::::h	eh	linguistic	_	End=4152.77	0x4	_	_	_
1103-0	TO070	1103	è	è	linguistic	_	Begin=4153.178	_	_	_	_
1103-1	TO070	1103	una	una	linguistic	_	_	_	_	_	_
1103-2	TO070	1103	voce	voce	linguistic	_	_	_	_	_	_
1103-3	TO070	1103	tenera	tenera	linguistic	_	_	_	_	_	_
1103-4	TO070	1103	è:	è	linguistic	ProsodicLink=Yes	_	0x1	_	_	_
1103-5	TO070	1103	una	una	linguistic	_	_	_	_	_	_
1103-6	TO070	1103	voce	voce	linguistic	_	_	_	_	_	_
1103-7	TO070	1103	leggera	leggera	linguistic	_	_	_	_	_	_
1103-8	TO070	1103	è	è	linguistic	_	_	_	_	_	_
1103-9	TO070	1103	quasi	quasi	linguistic	_	_	_	_	_	_
1103-10	TO070	1103	femminea	femminea	linguistic	_	End=4157.35	_	_	_	_
1104-0	TO070	1104	come	come	linguistic	_	Begin=4157.845	_	_	_	_
1104-1	TO070	1104	voce.	voce	linguistic	Intonation=Falling	End=4158.81	_	_	_	_
1105-0	TO070	1105	eh?	eh	linguistic	Intonation=Rising	Begin=4158.916	_	_	_	_
1105-1	TO070	1105	non	non	linguistic	_	_	_	_	_	_
1105-2	TO070	1105	ha	ha	linguistic	_	_	_	_	_	_
1105-3	TO070	1105	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
1105-4	TO070	1105	asprezza	asprezza	linguistic	_	_	_	_	_	_
1105-5	TO070	1105	è	è	linguistic	_	_	_	_	_	_
1105-6	TO070	1105	tutto	tutto	linguistic	_	_	_	_	_	_
1105-7	TO070	1105	levigato	levigato	linguistic	_	End=4161.477	_	_	_	_
1106-0	TO070	1106	notate	notate	linguistic	_	Begin=4161.845	_	_	_	_
1106-1	TO070	1106	qui	qui	linguistic	_	_	_	_	_	_
1106-2	TO070	1106	per	per	linguistic	_	_	_	_	_	_
1106-3	TO070	1106	esempio	esempio	linguistic	_	_	_	_	_	_
1106-4	TO070	1106	rispetto	rispetto	linguistic	_	End=4164.27	_	_	_	_
1107-0	TO070	1107	soprat~	soprat~	linguistic	Interrupted=Yes	Begin=4165.585	_	_	_	_
1107-1	TO070	1107	ma	ma	linguistic	_	_	_	_	_	_
1107-2	TO070	1107	anche	anche	linguistic	_	_	_	_	_	_
1107-3	TO070	1107	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_
1107-4	TO070	1107	aria:	aria	linguistic	_	_	3x1	_	_	_
1107-5	TO070	1107	alle	alle	linguistic	_	_	_	_	_	_
1107-6	TO070	1107	arie	arie	linguistic	_	_	_	_	_	_
1107-7	TO070	1107	che	che	linguistic	_	_	_	_	_	_
1107-8	TO070	1107	abbiamo	abbiamo	linguistic	_	_	_	_	_	_
1107-9	TO070	1107	sentito	sentito	linguistic	_	_	_	_	_	_
1107-10	TO070	1107	dalle	dalle	linguistic	_	_	_	_	_	_
1107-11	TO070	1107	due	due	linguistic	_	_	_	_	_	_
1107-12	TO070	1107	donne	donne	linguistic	_	End=4170.009	_	_	_	_
1108-0	TO070	1108	non	non	linguistic	_	Begin=4170.189	_	_	_	_
1108-1	TO070	1108	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
1108-2	TO070	1108	erano	erano	linguistic	_	_	_	_	_	_
1108-3	TO070	1108	delle	delle	linguistic	_	_	_	_	_	_
1108-4	TO070	1108	note	note	linguistic	_	_	_	_	_	_
1108-5	TO070	1108	lunghe	lunghe	linguistic	_	_	_	_	_	_
1108-6	TO070	1108	tenute	tenute	linguistic	_	End=4172.928	_	_	_	_
1109-0	TO070	1109	perché	perché	linguistic	_	Begin=4173.076	_	_	_	_
1109-1	TO070	1109	quando	quando	linguistic	_	_	_	_	_	_
1109-2	TO070	1109	c'	c'	linguistic	SpaceAfter=No	_	_	_	_	_
1109-3	TO070	1109	erano	erano	linguistic	_	_	_	_	_	_
1109-4	TO070	1109	delle	delle	linguistic	_	_	_	_	_	_
1109-5	TO070	1109	note	note	linguistic	_	_	_	_	_	_
1109-6	TO070	1109	lunghe	lunghe	linguistic	_	_	_	_	_	_
1109-7	TO070	1109	portavano	portavano	linguistic	_	_	_	_	_	_
1109-8	TO070	1109	sempre	sempre	linguistic	_	_	_	_	_	_
1109-9	TO070	1109	delle	delle	linguistic	_	_	_	_	_	_
1109-10	TO070	1109	fioriture.	fioriture	linguistic	Intonation=Falling	End=4176.955	_	_	_	_
1110-0	TO070	1110	invece	invece	linguistic	_	Begin=4177.279	_	_	_	_
1110-1	TO070	1110	qui	qui	linguistic	_	_	_	_	_	_
1110-2	TO070	1110	se	se	linguistic	_	_	_	_	_	_
1110-3	TO070	1110	avete	avete	linguistic	_	_	_	_	_	_
1110-4	TO070	1110	notato	notato	linguistic	_	End=4179.18	_	_	_	_
1111-0	TO070	1111	e:h	eh	linguistic	_	Begin=4179.622	0x1	_	_	_
1111-1	TO070	1111	anche	anche	linguistic	_	_	_	_	_	_
1111-2	TO070	1111	data	data	linguistic	_	_	_	_	_	_
1111-3	TO070	1111	la	la	linguistic	_	_	_	_	_	_
1111-4	TO070	1111	lentezza	lentezza	linguistic	_	_	_	_	_	_
1111-5	TO070	1111	ma::	ma	linguistic	_	_	1x2	_	_	_
1111-6	TO070	1111	anche	anche	linguistic	_	_	_	_	_	_
1111-7	TO070	1111	per	per	linguistic	_	_	_	_	_	_
1111-8	TO070	1111	il	il	linguistic	_	_	_	_	_	_
1111-9	TO070	1111	fatto	fatto	linguistic	_	_	_	_	_	_
1111-10	TO070	1111	che::	che	linguistic	_	_	2x2	_	_	_
1111-11	TO070	1111	è	è	linguistic	_	End=4183.702	_	_	_	_
1112-0	TO070	1112	è	è	linguistic	_	Begin=4183.746	_	_	_	_
1112-1	TO070	1112	proprio	proprio	linguistic	_	_	_	_	_	_
1112-2	TO070	1112	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_
1112-3	TO070	1112	aria	aria	linguistic	_	_	_	_	_	_
1112-4	TO070	1112	di	di	linguistic	_	_	_	_	_	_
1112-5	TO070	1112	pura	pura	linguistic	_	_	_	_	_	_
1112-6	TO070	1112	contemplazione	contemplazione	linguistic	_	_	_	_	_	_
1112-7	TO070	1112	e	e	linguistic	_	_	_	_	_	_
1112-8	TO070	1112	quindi	quindi	linguistic	_	End=4186.495	_	_	_	_
1113-0	TO070	1113	non	non	linguistic	_	Begin=4186.606	_	_	_	_
1113-1	TO070	1113	è	è	linguistic	_	_	_	_	_	_
1113-2	TO070	1113	mossa	mossa	linguistic	_	_	_	_	_	_
1113-3	TO070	1113	neanche	neanche	linguistic	_	_	_	_	_	_
1113-4	TO070	1113	dalle	dalle	linguistic	_	_	_	_	_	_
1113-5	TO070	1113	fioriture.	fioriture	linguistic	Intonation=Falling	End=4189.035	_	_	_	_
1114-0	TO070	1114	quando	quando	linguistic	_	Begin=4189.229	_	_	_	_
1114-1	TO070	1114	ci	ci	linguistic	_	_	_	_	_	_
1114-2	TO070	1114	sono	sono	linguistic	_	_	_	_	_	_
1114-3	TO070	1114	delle	delle	linguistic	_	_	_	_	_	_
1114-4	TO070	1114	note	note	linguistic	_	_	_	_	_	_
1114-5	TO070	1114	lunghe,	lunghe	linguistic	Intonation=weakly_rising	End=4191.054	_	_	_	_
1115-0	TO070	1115	la	la	linguistic	_	Begin=4191.126	_	_	_	_
1115-1	TO070	1115	la	la	linguistic	_	_	_	_	_	_
1115-2	TO070	1115	voce	voce	linguistic	_	_	_	_	_	_
1115-3	TO070	1115	le	le	linguistic	_	_	_	_	_	_
1115-4	TO070	1115	tiene.	tiene	linguistic	Intonation=Falling	End=4192.917	_	_	_	_
1116-0	TO070	1116	e	e	linguistic	_	Begin=4194.069	_	_	_	_
1116-1	TO070	1116	quindi	quindi	linguistic	_	_	_	_	_	_
1116-2	TO070	1116	anche	anche	linguistic	_	_	_	_	_	_
1116-3	TO070	1116	qui	qui	linguistic	_	_	_	_	_	_
1116-4	TO070	1116	vedete	vedete	linguistic	_	_	_	_	_	_
1116-5	TO070	1116	il	il	linguistic	_	_	_	_	_	_
1116-6	TO070	1116	tipo	tipo	linguistic	_	_	_	_	_	_
1116-7	TO070	1116	di	di	linguistic	_	_	_	_	_	_
1116-8	TO070	1116	voce	voce	linguistic	_	_	_	_	_	_
1116-9	TO070	1116	deve	deve	linguistic	_	_	_	_	_	_
1116-10	TO070	1116	essere	essere	linguistic	_	_	_	_	_	_
1116-11	TO070	1116	una	una	linguistic	_	_	_	_	_	_
1116-12	TO070	1116	voce	voce	linguistic	_	End=4197.73	_	_	_	_
1117-0	TO070	1117	che	che	linguistic	_	Begin=4197.892	_	_	_	_
1117-1	TO070	1117	non	non	linguistic	_	_	_	_	_	_
1117-2	TO070	1117	vibri,	vibri	linguistic	Intonation=weakly_rising	End=4198.973	_	_	_	_
1118-0	TO070	1118	eh	eh	linguistic	_	Begin=4199.144	_	_	_	_
1118-1	TO070	1118	e::	e	linguistic	_	_	0x2	_	_	_
1118-2	TO070	1118	che	che	linguistic	_	_	_	_	_	_
1118-3	TO070	1118	abbia	abbia	linguistic	_	_	_	_	_	_
1118-4	TO070	1118	questa::	questa	linguistic	_	_	5x2	_	_	_
1118-5	TO070	1118	capacità	capacità	linguistic	_	_	_	_	_	_
1118-6	TO070	1118	anche	anche	linguistic	_	_	_	_	_	_
1118-7	TO070	1118	di	di	linguistic	_	_	_	_	_	_
1118-8	TO070	1118	un	un	linguistic	_	_	_	_	_	_
1118-9	TO070	1118	fiato	fiato	linguistic	_	_	_	_	_	_
1118-10	TO070	1118	lungo	lungo	linguistic	_	End=4203.333	_	_	_	_
1119-0	TO070	1119	di	di	linguistic	_	Begin=4203.908	_	_	_	_
1119-1	TO070	1119	tenere	tenere	linguistic	_	_	_	_	_	_
1119-2	TO070	1119	queste	queste	linguistic	_	_	_	_	_	_
1119-3	TO070	1119	note	note	linguistic	_	_	_	_	_	_
1119-4	TO070	1119	in	in	linguistic	_	_	_	_	_	_
1119-5	TO070	1119	modo	modo	linguistic	_	_	_	_	_	_
1119-6	TO070	1119	tale	tale	linguistic	_	_	_	_	_	_
1119-7	TO070	1119	che	che	linguistic	_	_	_	_	_	_
1119-8	TO070	1119	siano	siano	linguistic	_	_	_	_	_	_
1119-9	TO070	1119	belle	belle	linguistic	_	_	_	_	_	_
1119-10	TO070	1119	che	che	linguistic	_	_	_	_	_	_
1119-11	TO070	1119	sia	sia	linguistic	_	_	_	_	_	_
1119-12	TO070	1119	come	come	linguistic	_	_	_	_	_	_
1119-13	TO070	1119	se	se	linguistic	_	End=4207.549	_	_	_	_
1120-0	TO070	1120	stesse	stesse	linguistic	_	Begin=4207.694	_	_	_	_
1120-1	TO070	1120	risuonando	risuonando	linguistic	_	_	_	_	_	_
1120-2	TO070	1120	uno	uno	linguistic	_	_	_	_	_	_
1120-3	TO070	1120	strumento.	strumento	linguistic	Intonation=Falling	End=4209.755	_	_	_	_
1121-0	TO070	1121	deve	deve	linguistic	_	Begin=4210.398	_	_	_	_
1121-1	TO070	1121	avere	avere	linguistic	_	_	_	_	_	_
1121-2	TO070	1121	una	una	linguistic	_	_	_	_	_	_
1121-3	TO070	1121	voce	voce	linguistic	_	_	_	_	_	_
1121-4	TO070	1121	pastosa	pastosa	linguistic	_	End=4212.279	_	_	_	_
1122-0	TO070	1122	e::h	eh	linguistic	_	Begin=4213.026	0x2	_	_	_
1122-1	TO070	1122	piena	piena	linguistic	_	_	_	_	_	_
1122-2	TO070	1122	di	di	linguistic	_	_	_	_	_	_
1122-3	TO070	1122	armonici	armonici	linguistic	_	_	_	_	_	_
1122-4	TO070	1122	no?	no	linguistic	Intonation=Rising	_	_	_	_	_
1122-5	TO070	1122	che	che	linguistic	_	_	_	_	_	_
1122-6	TO070	1122	si	si	linguistic	_	_	_	_	_	_
1122-7	TO070	1122	presti	presti	linguistic	_	_	_	_	_	_
1122-8	TO070	1122	appunto	appunto	linguistic	_	End=4216.36	_	_	_	_
1123-0	TO070	1123	a	a	linguistic	_	Begin=4216.588	_	_	_	_
1123-1	TO070	1123	reggere	reggere	linguistic	_	_	_	_	_	_
1123-2	TO070	1123	bene	bene	linguistic	_	End=4218.072	_	_	_	_
1124-0	TO070	1124	queste	queste	linguistic	_	Begin=4218.49	_	_	_	_
1124-1	TO070	1124	note	note	linguistic	_	_	_	_	_	_
1124-2	TO070	1124	prolungate.	prolungate	linguistic	Intonation=Falling	End=4220.095	_	_	_	_
1125-0	TO070	1125	farle::	farle	linguistic	_	Begin=4221.863	4x2	_	_	_
1125-1	TO070	1125	farle	farle	linguistic	_	_	_	_	_	_
1125-2	TO070	1125	risuonare	risuonare	linguistic	_	_	_	_	_	_
1125-3	TO070	1125	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
1125-4	TO070	1125	ecco.	ecco	linguistic	Intonation=Falling	End=4224.49	_	_	_	_
1126-0	TO070	1126	e	e	linguistic	_	Begin=4226.035	_	_	_	_
1126-1	TO070	1126	certamente	certamente	linguistic	_	_	_	_	_	_
1126-2	TO070	1126	in	in	linguistic	_	_	_	_	_	_
1126-3	TO070	1126	questa:	questa	linguistic	_	_	5x1	_	_	_
1126-4	TO070	1126	in	in	linguistic	_	_	_	_	_	_
1126-5	TO070	1126	questa	questa	linguistic	_	_	_	_	_	_
1126-6	TO070	1126	lentezza	lentezza	linguistic	_	_	_	_	_	_
1126-7	TO070	1126	qui	qui	linguistic	_	_	_	_	_	_
1126-8	TO070	1126	ma	ma	linguistic	_	_	_	_	_	_
1126-9	TO070	1126	per	per	linguistic	_	_	_	_	_	_
1126-10	TO070	1126	esempio	esempio	linguistic	_	_	_	_	_	_
1126-11	TO070	1126	quando:	quando	linguistic	_	_	5x1	_	_	_
1126-12	TO070	1126	alla	alla	linguistic	_	_	_	_	_	_
1126-13	TO070	1126	f~	f~	linguistic	Interrupted=Yes	_	_	_	_	_
1126-14	TO070	1126	verso	verso	linguistic	_	_	_	_	_	_
1126-15	TO070	1126	la	la	linguistic	_	_	_	_	_	_
1126-16	TO070	1126	fine	fine	linguistic	_	_	_	_	_	_
1126-17	TO070	1126	canta	canta	linguistic	_	_	_	_	_	_
1126-18	TO070	1126	mo::rte	morte	linguistic	_	End=4232.531	1x2	_	_	_
1127-0	TO070	1127	morte	morte	linguistic	_	Begin=4232.675	_	_	_	_
1127-1	TO070	1127	mi	mi	linguistic	_	_	_	_	_	_
1127-2	TO070	1127	dà,	dà	linguistic	Intonation=weakly_rising	_	_	_	_	_
1127-3	TO070	1127	ci	ci	linguistic	_	_	_	_	_	_
1127-4	TO070	1127	si	si	linguistic	_	_	_	_	_	_
1127-5	TO070	1127	ferma	ferma	linguistic	_	_	_	_	_	_
1127-6	TO070	1127	proprio	proprio	linguistic	_	End=4235.099	_	_	_	_
1128-0	TO070	1128	mo:::	mo	linguistic	_	Begin=4235.481	1x3	_	_	_
1128-1	TO070	1128	((canta))	((canta))	nonverbalbehavior	_	_	_	_	_	_
1128-2	TO070	1128	e	e	linguistic	_	_	_	_	_	_
1128-3	TO070	1128	po	po	linguistic	_	_	_	_	_	_
1128-4	TO070	1128	so~	so~	linguistic	Interrupted=Yes	End=4237.0	_	_	_	_
1129-0	TO070	1129	non	non	linguistic	_	Begin=4237.171	_	_	_	_
1129-1	TO070	1129	si	si	linguistic	_	_	_	_	_	_
1129-2	TO070	1129	ferma	ferma	linguistic	_	_	_	_	_	_
1129-3	TO070	1129	sul	sul	linguistic	_	_	_	_	_	_
1129-4	TO070	1129	nulla	nulla	linguistic	_	_	_	_	_	_
1129-5	TO070	1129	sul	sul	linguistic	_	_	_	_	_	_
1129-6	TO070	1129	vuoto	vuoto	linguistic	_	_	_	_	_	_
1129-7	TO070	1129	si	si	linguistic	_	_	_	_	_	_
1129-8	TO070	1129	ferma	ferma	linguistic	_	_	_	_	_	_
1129-9	TO070	1129	perché	perché	linguistic	_	_	_	_	_	_
1129-10	TO070	1129	sotto	sotto	linguistic	_	_	_	_	_	_
1129-11	TO070	1129	ci	ci	linguistic	_	_	_	_	_	_
1129-12	TO070	1129	sono	sono	linguistic	_	_	_	_	_	_
1129-13	TO070	1129	degli	degli	linguistic	_	_	_	_	_	_
1129-14	TO070	1129	strumenti	strumenti	linguistic	_	End=4241.703	_	_	_	_
1130-0	TO070	1130	che	che	linguistic	_	Begin=4241.903	_	_	_	_
1130-1	TO070	1130	intervengono	intervengono	linguistic	_	_	_	_	_	_
1130-2	TO070	1130	e	e	linguistic	_	_	_	_	_	_
1130-3	TO070	1130	la	la	linguistic	_	_	_	_	_	_
1130-4	TO070	1130	voce	voce	linguistic	_	_	_	_	_	_
1130-5	TO070	1130	deve	deve	linguistic	_	_	_	_	_	_
1130-6	TO070	1130	rimanere	rimanere	linguistic	_	_	_	_	_	_
1130-7	TO070	1130	lì	lì	linguistic	_	_	_	_	_	_
1130-8	TO070	1130	ferma	ferma	linguistic	_	End=4245.0	_	_	_	_
1131-0	TO070	1131	immobile	immobile	linguistic	_	Begin=4245.221|End=4246.301	_	_	_	_
1132-0	TO070	1132	e	e	linguistic	_	Begin=4246.53	_	_	_	_
1132-1	TO070	1132	naturalmente	naturalmente	linguistic	_	_	_	_	_	_
1132-2	TO070	1132	sapere	sapere	linguistic	_	End=4248.143	_	_	_	_
1133-0	TO070	1133	tenere	tenere	linguistic	_	Begin=4248.33	_	_	_	_
1133-1	TO070	1133	bene	bene	linguistic	_	_	_	_	_	_
1133-2	TO070	1133	questo	questo	linguistic	_	_	_	_	_	_
1133-3	TO070	1133	suono	suono	linguistic	_	_	_	_	_	_
1133-4	TO070	1133	ecco.	ecco	linguistic	Intonation=Falling	End=4250.658	_	_	_	_
1134-0	TO070	1134	voglio	voglio	linguistic	_	Begin=4250.948	_	_	_	_
1134-1	TO070	1134	dire	dire	linguistic	_	_	_	_	_	_
1134-2	TO070	1134	ci	ci	linguistic	_	_	_	_	_	_
1134-3	TO070	1134	sono	sono	linguistic	_	_	_	_	_	_
1134-4	TO070	1134	delle	delle	linguistic	_	_	_	_	_	_
1134-5	TO070	1134	voci	voci	linguistic	_	End=4252.91	_	_	_	_
1135-0	TO070	1135	che	che	linguistic	_	Begin=4253.075	_	_	_	_
1135-1	TO070	1135	quando	quando	linguistic	_	_	_	_	_	_
1135-2	TO070	1135	hanno::	hanno	linguistic	_	_	4x2	_	_	_
1135-3	TO070	1135	dei	dei	linguistic	_	_	_	_	_	_
1135-4	TO070	1135	magari	magari	linguistic	_	_	_	_	_	_
1135-5	TO070	1135	dei	dei	linguistic	_	_	_	_	_	_
1135-6	TO070	1135	passi	passi	linguistic	_	_	_	_	_	_
1135-7	TO070	1135	di	di	linguistic	_	_	_	_	_	_
1135-8	TO070	1135	agilità,	agilità	linguistic	Intonation=weakly_rising	End=4256.576	_	_	_	_
1136-0	TO070	1136	funzionano	funzionano	linguistic	_	Begin=4256.62	_	_	_	_
1136-1	TO070	1136	molto	molto	linguistic	_	_	_	_	_	_
1136-2	TO070	1136	bene	bene	linguistic	_	_	_	_	_	_
1136-3	TO070	1136	quando	quando	linguistic	_	_	_	_	_	_
1136-4	TO070	1136	si	si	linguistic	_	_	_	_	_	_
1136-5	TO070	1136	devono	devono	linguistic	_	_	_	_	_	_
1136-6	TO070	1136	fermare	fermare	linguistic	_	_	_	_	_	_
1136-7	TO070	1136	su	su	linguistic	_	_	_	_	_	_
1136-8	TO070	1136	una	una	linguistic	_	_	_	_	_	_
1136-9	TO070	1136	nota	nota	linguistic	_	End=4259.964	_	_	_	_
1137-0	TO070	1137	prolungata	prolungata	linguistic	_	Begin=4260.116|End=4261.42	_	_	_	_
1138-0	TO070	1138	eh	eh	linguistic	_	Begin=4261.565	_	_	_	_
1138-1	TO070	1138	non	non	linguistic	_	_	_	_	_	_
1138-2	TO070	1138	la	la	linguistic	_	_	_	_	_	_
1138-3	TO070	1138	tengono	tengono	linguistic	_	_	_	_	_	_
1138-4	TO070	1138	così	così	linguistic	_	_	_	_	_	_
1138-5	TO070	1138	bene.	bene	linguistic	Intonation=Falling	End=4263.273	_	_	_	_
1139-0	TO070	1139	o	o	linguistic	_	Begin=4263.521	_	_	_	_
1139-1	TO070	1139	la	la	linguistic	_	_	_	_	_	_
1139-2	TO070	1139	smorzano	smorzano	linguistic	_	_	_	_	_	_
1139-3	TO070	1139	o	o	linguistic	_	_	_	_	_	_
1139-4	TO070	1139	si	si	linguistic	_	_	_	_	_	_
1139-5	TO070	1139	sente	sente	linguistic	_	_	_	_	_	_
